country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0,0,0,0,0,0,4,26,15,72,57,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,14,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0
65,6,1,0,1,19,4,5,19,79,319,0,0,0,3,801,1,121,1,2,4,61,488,1335,23,24,433,165,0,16,10,0,45,16,21,69,107,675,175,41,46,12,90,60,37,194,953,304,280,361
66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,4,0,0,0,0,0,9,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,24,11,20,3,18
69,0,0,22,59,105,99,139,139,211,316,238,172,261,375,249,227,480,242,147,50,56,292,195,150,305,438,134,35,108,87,59,60,113,41,96,74,57,26,28,5,22,118,45,56,1005,788,133,98,94
70,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,418,150,82,19,114,165,54,23,35,24,15,4,64,24,0,154,89,37,9,10,10,5,1,18,8,4,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,444,182,237,72,41,12,81,44,25,7,2,31,9,10,11,5,8,1,18,11,0,31,225,302,80,62,45
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,45,13,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,17,14
78,11,3,2,91,292,11,66,97,81,21,40,105,25,29,132,401,79,73,220,77,119,159,85,82,8,23,27,70,86,77,33,20,26,11,23,69,32,146,286,108,26,63,162,69,81,72,111,86,86
80,0,0,0,0,0,0,0,0,0,0,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,16,1,0,45,31,33,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,10,1,0,0,1,77,53,28,160,250,2046,4965,5354,1901,629,497,213,739,479,290,345,336,205,213,214,77,114,0,10,7,6,0,13,11,0,19,0,0,0,0,0,10,23,0,0,0,0,14,0
84,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,28,0,7,0,0,0,666,0,0,0,0,1,0,0,0,0,0,0,0,6,0,9,4,0,8,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,36,48,0,0,4,0,0,4,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,16,7,5,4,0,0,0,0,0,0,0,0,8,0,5,0,0,0,1,5,0,0,1,19,1,0,0,20,0,84,0,0,0,0,0,0,0,1,0,0,3
87,0,0,0,1,2,0,0,0,0,0,0,0,0,30,0,0,0,30,15,12,148,433,88,338,122,76,54,1,17,39,7,5,26,53,4,8,8,0,0,0,0,0,0,0,0,24,0,14,15
88,0,0,0,1,0,0,0,0,0,25,42,64,144,260,30,40,42,101,142,86,37,102,34,62,38,81,82,0,0,0,0,1,0,101,0,0,0,0,27,0,9,0,17,4,0,7,7,0,18
89,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,1,1,3,9,17,1,8,0,0,0,21,1,0,0,0,2,0,0,49,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,2,0,21,28,6,0,0,5,0,0,0,0,0,0,4,7,0,0,0,0,3,1,5,0,0,3
603,75,412,1628,1096,1273,1076,1007,510,520,844,462,524,532,662,683,450,382,563,1601,565,514,835,1139,677,62,483,182,508,369,154,201,46,56,15,1029,6,66,71,54,117,91,98,298,223,233,237,700,244,190
92,0,0,1,0,0,13,1,1,0,134,74,100,307,445,1110,279,1279,2137,4307,3743,4136,5026,4622,1687,1878,2872,4168,1702,2198,3020,3478,3231,2909,2119,2837,4533,3274,4919,4190,4259,3296,2408,3208,3524,3090,3673,3681,3152,2336
604,0,0,3,3,0,0,0,4,0,0,0,0,0,0,9,0,0,0,85,0,0,33,91,16,168,774,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,6,29,23,7,18,37,19,14,1460,522,613,1043,1428,16,459,121,267,3,67,50,45,17,52,602,19,14,0,33,38,73,6,0,6,0,241,209,90,308,399,821,88,54,151,55,134,58,199,338,149
605,0,0,1,0,0,0,0,2,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,4,4,23,15,105,28,20,11,12,41,19,11,13,19,4,8,4,42,0,12,2,25,7,24,7,4,4,8,6,0,6,0,1,0,0,6,1,7,0,14,9,33,31,48,38,28,25,12,24
97,0,15,167,25,407,138,44,51,464,784,223,78,84,160,141,56,219,98,111,259,414,163,222,372,210,452,553,193,83,170,1393,2545,1077,437,405,435,115,492,95,53,261,244,75,758,246,289,76,186,169
98,3,7,19,264,255,11,434,802,767,491,789,185,118,18,199,225,11,29,88,26,10,41,117,32,2,9,8,22,14,13,29,14,82,10,24,8,0,3,8,19,16,21,13,18,10,25,24,43,31
95,0,0,0,0,0,2,326,0,0,5,39,3,435,6,3,0,0,7,237,33,0,8,476,438,741,59,362,88,219,69,60,42,2784,11290,17142,23166,34784,16809,19111,15676,13305,17601,41396,65333,43824,55735,28255,8302,4709
100,0,0,0,0,2,0,1,0,0,16,40,16,0,0,0,0,10,0,0,0,0,1,21,8,5,4,70,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,6,0,0
101,2,0,0,2,10,14,7,4,130,43,0,1,2,29,30,27,32,18,54,24,234,27,46,537,6290,10,5,4,4,15,7,2,4,0,0,0,0,5,1,0,0,0,1,9,26,84,0,1,12
102,15,5,13,1,0,0,35,0,0,0,4,4,7,14,12,0,0,0,1,0,8,24,5,13,8,3,7,1,5,6,7,11,0,0,293,10,0,0,0,9,0,21,1,13,40,185,29,18,33
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,132,24,1,0,0,22,37,10,0,37,188,75,5,0,0,52,75,172,25,13,56,102,36,8,1
104,0,0,0,0,0,191,2,0,15,0,131,0,0,0,0,0,0,0,0,21,0,5,565,126,12,9,146,4684,0,89,58,50,11,0,170,62,165,331,1,236,296,900,1195,1564,1113,396,689,407,404
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,8,0,0,7,2,0,0,0,0,0,0,9,0,0,45,19,5,0,0,46,0,0,2
106,0,0,1,0,3,1,3,0,4,0,6,9,2,23,15,53,2,21,17,0,0,9,32,5,0,0,4,0,0,0,9,13,26,0,10,0,0,0,0,0,1,0,0,0,314,6,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,16,3,9,4,0,6,8,2,0,0,5,1,0,0,8,7,16,8,3,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,13,8,0,17,0,0,0,62,10,0,32,0,0,0,0,0,0,0,0,1,0,0,4,30,4,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,2,10,1,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
110,1,1,5,33,25,140,17,16,514,237,633,1620,1329,3180,598,3610,1865,984,1314,865,624,785,450,369,215,280,204,138,185,64,12,28,19,6,427,77,308,998,98,21,46,144,1827,1250,750,222,131,19,40
111,0,0,0,0,0,0,0,0,0,2,0,41,7,112,5,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,149,333,0,31,0,0,2,9,6,12,8,0,0,0,0,37,0,0,0,1,0,3,0,0,1,0,1
113,0,0,0,0,0,0,0,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,1,0,1,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,249,1839,4180,3753,3234,1300,1362,519
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
116,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,2,5,5,14,257,23,12,0,0,7,2,38,4,0,0,16,0,12,8,0,1,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,113,0,15,6,2,0,0,0,0,9,0,0,0,3,0,0,7,0,1,6,4,35,0,101,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15
121,0,0,0,9,0,8,0,305,0,16,0,0,0,1,0,0,129,0,33,10,6,4,2,0,0,0,0,0,0,9,3,0,0,0,0,0,0,6,2,0,0,13,34,29,15,60,18,22,2
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0,6,11,29,7,6,7,4,4
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,160,18,452,13,0,6,0,0,0,0,0,0,0,1,0,71,227,96,4,21,235,645,717,1255,903,1635,2212,2980
124,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,1,4,15,0,0,0,0,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0
127,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,90,0,0,38,17,6,12,0,0,0,0,0,0,5,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2,0,1,9,40,127,117,107,93,27,14,11,6,4,52,1,6,1,9,1,19,49,26,348,239,574,829,16,5,22,59,0,8,6,7,64,101,175,12,9,5,87,267,14,66,19,103,144,135
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,4,0,2,1,0,0,1,0,0,0,0,0,17,0,0,40,0,0,1,0,0,0,3,0,0,0
136,0,0,0,2,0,0,1,0,33,40,0,0,0,0,0,2,10,604,0,0,0,12,7,2,2,15,0,0,0,0,0,0,240,0,0,0,77,0,0,0,76,0,0,0,1,0,0,7,0
137,0,0,0,0,0,0,0,0,16,117,0,21,113,21,274,165,1434,1591,628,2481,708,1033,549,3,49,0,0,0,2,8,0,0,0,0,0,0,22,0,0,0,0,8,223,166,49,415,110,571,1355
138,0,0,0,1,0,0,2,0,0,478,27,0,13,119,0,0,0,3,559,340,275,368,497,78,131,355,93,0,62,0,34,54,118,10,253,2,40,115,175,142,2,87,92,122,390,395,845,244,474
139,0,0,0,0,0,4,11,0,85,180,11,0,8,19,148,258,39,28,190,21,2,15,0,1,0,0,0,0,65,186,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,1,81,30,0,30,62,0,93,472,628,1725,127,2395,990,615,293,634,258,142,216,128,283,18,115,103,459,183,348
142,6,1,1,5,7,20,5,40,24,12,1,1,3,2,2,4,24,1,24,12,13,10,19,6,12,6,1,0,1,1,4,7,5,6,0,0,0,3,36,1,6,0,0,1,7,20,3,22,26
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,4,0,86,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3
144,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,209
145,1,0,0,0,3,36,0,103,499,918,167,599,862,10532,11593,5338,1549,2340,796,189,98,303,109,62,62,95,33,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,45,3
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,514,0,34,135,171,68,15,104,0,14,0,0,0,0,0,0,0,263,35,61,30,20,4,115,51,2189,750,533,326,1254
147,0,0,0,0,0,0,11,0,0,0,1,0,0,8,0,0,0,0,14,0,0,67,548,53,4,98,392,33,633,8,19,103,145,139,110,838,365,340,1018,633,2201,6592,7126,27085,20721,8628,7203,9798,6582
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,0,0,0,2,4,2,0,2,0,0,0,0,4,0,1,0,0,3,0,0,0,2,313,0,0,0,0,0,1,0,10
153,33,0,0,0,6,5,13,0,19,67,70,20,22,65,88,3,555,1742,728,463,1141,1452,934,1660,3417,2204,2060,877,682,891,683,718,587,1692,887,1892,6997,6357,9299,9481,9639,15753,18125,14314,8610,6477,6482,4290,2646
155,0,0,7,0,0,0,7,0,65,70,250,117,144,114,100,13,54,53,73,387,365,315,673,1000,332,124,79,90,38,158,705,920,359,220,198,131,845,271,38,37,96,97,167,500,949,589,343,356,306
156,0,0,3,0,0,0,2,0,0,14,4,11,0,10,2,0,7,9,2,4,77,22,82,66,15,2,19,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,72,11,41,80,32,84,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0
158,5,0,0,0,0,0,4,0,0,0,11,0,0,0,6,3,0,1,0,0,0,0,4,7,28,0,21,0,8,11,0,0,0,0,0,0,0,0,0,17,12,9,73,51,75,59,33,18,0
